member,dir,sd_oof,sd_test,ratio,mean_oof,mean_test,min_oof,max_oof,min_test,max_test,ks
bolt_cat_unique,ext_members2,0.3582554829203365,0.35947748779786043,1.0034109872305728,0.7091481729578123,0.7087721061135938,9.906204650178552e-05,0.9999990463256836,0.00019493514264468104,0.9999971985816956,0.004150899921976703
bolt_foldsafe_te_xgb_10f,ext_members2,0.3790181305919837,0.38021516557052915,1.003158252552921,0.7078910446056235,0.7077327245310323,7.607112638652325e-05,0.9999998807907104,0.00012514607806224376,0.9999997019767761,0.00414998792131227
view_rank_lgbm,oof,0.3663764185690767,0.3670927520331582,1.0019551844162875,0.7101638309990316,0.7098753018657975,0.0003071940279026626,0.9999995467970888,0.0005672444370847681,0.999999165292409,0.004139439360795749
imp_cat,oof,0.3746560992405649,0.37537684289862366,1.0019237472965734,0.7094426219084369,0.7095318055771844,6.283386028371751e-05,0.9999997019767761,0.00010317428677808493,0.9999995231628418,0.004136710222226836
pub_ryota,oof,0.3623175606252864,0.3636560023199596,1.0036941121273926,0.7095850590105017,0.7094871658036944,0.0002419908685048,0.9999997055879432,0.0002866321175406,0.9999994884534986,0.004134381109983987
pubfe_xgb,oof,0.3691712570781724,0.37009840445756237,1.0025114289414836,0.7099144963373049,0.7097565930828779,5.252574919722974e-05,0.9999998807907104,0.00014559514238499105,0.9999997615814209,0.004122444507370204
lgbm_fixed_lat_frac,oof,0.3792880516565281,0.3801707194578032,1.0023271700688172,0.6981165974862737,0.6981645154593047,0.00024098914544099954,0.9999974999951343,0.000336244911135622,0.9999966123197673,0.00411980226482711
bolt_xgb_hpo_d7,ext_members2,0.3784433438859661,0.379523743748049,1.002854852330045,0.7090501240475123,0.7088940671254558,0.00011688857193803415,0.9999997615814209,0.0001758616417646408,0.9999998211860657,0.004118910468794534
bolt_lgb_raw_d6,ext_members2,0.3610574594309515,0.36245386901526044,1.0038675550049838,0.7095293644459829,0.709533049846352,0.00012644911475945264,0.9999998807907104,0.00015271776646841317,0.9999998211860657,0.004084305328565185
lgbm_fixed_lat,oof,0.3794935250093062,0.38037701737338114,1.0023280828416066,0.6976457528259961,0.697707984817411,0.00027393797363409346,0.9999971299561343,0.00030505959940556,0.999996746085829,0.004062878475165399
