x,y,only_x,only_y,gap
w36_ad199std,w36_ad199std_rescale,5.054406623763498,5.545193907455541,1.3626363125513308
w36_ad199std,w36_ad197std,5.054406623763498,5.5653815839323215,1.3678283996414393
w36_ad199std,w40_ad211std_rescale,5.054406623763498,5.546872172039002,1.347443473234307
w36_ad199std,w34_ad195std_h3,5.054406623763498,5.533158946491312,1.3595856665633619
w36_ad199std,w38_ad202std_rescale,5.054406623763498,5.5574471185100265,1.348675524466671
w36_ad199std,w34_ad196std_h3,5.054406623763498,5.540969516208861,1.3599444172577932
w36_ad199std,w34_ad195std_wh3,5.054406623763498,5.547976383357309,1.361853079230059
w36_ad199std,w34_ad195std_w,5.054406623763498,5.556961749098264,1.3654635134735145
w36_ad199std,w29_ad194stdcorr,5.054406623763498,5.563995510048699,1.3438851027749479
w36_ad199std,w27_ad190stdcorr,5.054406623763498,5.56142165028723,1.3426420983159915
w36_ad199std,w23_ad187stdcorr,5.054406623763498,5.556949452729896,1.336673839658033
w36_ad199std,w21_ad187corr_ens4,5.054406623763498,5.571162295585964,1.3656500425422564
w40_ad211std,w38_ad202std,5.320097739808261,5.3239656740333885,1.869315282208845
w40_ad211std,w36_ad197stdcorr,5.320097739808261,5.249331249971874,1.6754995426163077
w40_ad211std,w34_ad195stdcorr,5.320097739808261,5.500984787824564,2.284153617103584
w40_ad211std,w36_ad197std_h3,5.320097739808261,5.397112548467703,2.3609255409101024
w40_ad211std,w38_ad202std_hybrid,5.320097739808261,5.347469398751855,2.249870076775551
w40_ad211std,w36_ad199std_hybrid,5.320097739808261,5.382924579025712,2.321080256078858
w40_ad211std,w36_ad199std_rescale,5.320097739808261,5.545193907455541,2.5508928748313338
w40_ad211std,w36_ad197std,5.320097739808261,5.5653815839323215,2.5858813268714584
w40_ad211std,w40_ad211std_rescale,5.320097739808261,5.546872172039002,2.5811418483499438
w40_ad211std,w34_ad195std_h3,5.320097739808261,5.533158946491312,2.5510451791924424
w40_ad211std,w38_ad202std_rescale,5.320097739808261,5.5574471185100265,2.547356484050397
