a,b,fam,dcv,dlb,resid,sd0,var0,m,foreign
blend156_h3,blend158_h3,h3,-2.2004891387927827,0.0,2.2004891387927827,4.5994205320231805,21.154669230396394,0,False
blend156_h3,blend159_h3,h3,-0.8180646751121401,0.0,0.8180646751121401,5.0796569857298515,25.802915092674084,0,False
blend156_h3,blend159av_h3,h3,-3.0536737514186285,0.0,3.0536737514186285,6.10529137766724,37.27458280621795,0,False
blend156_h3,blend160orig_h3,h3,-0.2126783447131686,0.0,0.2126783447131686,6.3077518321157,39.78773317555897,0,False
blend156_h3,blend160origm_h3,h3,-2.536536349628804,0.0,2.536536349628804,6.171397013593975,38.08614109939663,0,False
blend156_h3,blendtop3,h3,-3.3419606888518416,0.0,3.3419606888518416,5.007991103708084,25.079974894819316,0,False
blend156_h3,w14a_repro159av_h3,h3,-1.0820198539374104,0.0,1.0820198539374104,5.658212389533491,32.0153674450703,0,False
blend156_h3,w16e_aonly,h3,-8.312017949152484,-30.000000000085514,-21.68798205093303,10.504627105663989,110.3471906290506,-3,False
blend156_h3,w16h_h3av6,h3,-2.6105668031739526,0.0,2.6105668031739526,4.007096878109043,16.05682539055124,0,False
blend156_h3,w16i_schemeavg,h3,-9.54781248718728,-20.000000000020002,-10.452187512832722,9.611222648218682,92.37560079363175,-2,False
blend156_h3,w16l_maskw_h3,h3,0.3782307163024967,0.0,-0.3782307163024967,7.585936868945005,57.546438179619145,0,False
blend156_h3,w16n_finegrid,h3,-9.578030552237493,-20.000000000020002,-10.421969447782509,9.581837234610289,91.81160479056416,-2,False
blend156_h3,w20_ad187_h3,h3,-54.696509314888786,-99.99999999998899,-45.3034906851002,26.065010083260766,679.3847506404854,-10,False
blend156_h3,w23_ad187std_h3,h3,-63.15661861766575,-90.0000000000345,-26.843381382368754,26.018096361659158,676.9413382845814,-9,False
blend156_h3,w27_ad188std_h3,h3,-65.35359119574925,-99.99999999998899,-34.64640880423974,27.08222373020505,733.4468421728816,-10,False
blend156_h3,w29_ad194std_h3,h3,-67.88793540357663,-99.99999999998899,-32.11206459641235,27.767789825348537,771.0501517847297,-10,False
blend156_h3,w34_ad195std_h3,h3,-74.45682008355715,-99.99999999998899,-25.54317991643184,29.27111380038542,856.7981031151139,-10,False
blend156_h3,w34_ad196std_h3,h3,-73.79882235125646,-99.99999999998899,-26.201177648732525,29.449291806470196,867.2607879026327,-10,False
blend156_h3,w36_ad197std_h3,h3,-78.32467151802636,-99.99999999998899,-21.675328481962623,29.759969665931063,885.6557945171371,-10,False
blend156_h3,w36_ad199std_h3,h3,-89.30916905158793,-110.0000000000545,-20.69083094846657,30.872052735212897,953.0836400857661,-11,False
blend156_h3,w38_ad202std_h3,h3,-86.90292812707501,-99.99999999998899,-13.097071872913972,31.205343487573227,973.7734621774289,-10,False
blend156_h3,w40_ad211std_h3,h3,-87.06616657117029,-110.0000000000545,-22.933833428884213,31.45079433103603,989.1524640531279,-11,False
blend156_rankraw,blend158_rankraw,rankraw,-0.34150726757609107,0.0,0.34150726757609107,5.773476942608826,33.333036006835755,0,False
blend156_rankraw,blend159av_rankraw,rankraw,2.217762403833312,20.000000000020002,17.78223759618669,9.376016599691274,87.90968727768632,2,False
blend156_rankraw,stack_pub151_fixed_rankraw,rankraw,11.576492516485182,10.000000000065512,-1.5764925164196697,14.671294276612022,215.24687575094867,1,True
blend156_rankraw,stack_pub151_rankraw,rankraw,13.012578783389017,20.000000000020002,6.987421216630985,12.383800545866972,153.35851595981512,2,True
blend156_rankraw,w20_ad187_rankraw,rankraw,-55.451560063590755,-99.99999999998899,-44.54843993639823,26.436195059905057,698.8724092453485,-10,False
blend156_rankraw,w22_ad187corr_rankraw,rankraw,-64.05708143553125,-129.99999999996348,-65.94291856443223,27.56426821370287,759.7888821569504,-13,False
blend156_rankraw,w23_ad187std_h3_rankraw,rankraw,-55.71280551164293,-99.99999999998899,-44.28719448834606,26.47575980986567,700.9658575096983,-10,False
blend156_rankraw,w38_ad202std_rankraw,rankraw,-70.67694863438501,-99.99999999998899,-29.323051365603973,31.95531178973799,1021.1419515793677,-10,False
blend156_rankraw,w40_ad211std_rankraw,rankraw,-68.32375043597239,-99.99999999998899,-31.6762495640166,32.5810025606524,1061.5217278572381,-10,False
blend156_rescale,blend158_rescale,rescale,-2.2581952405786865,0.0,2.2581952405786865,5.015402319774999,25.15426042920444,0,False
blend156_rescale,blend159_rescale,rescale,-0.7773425975132753,0.0,0.7773425975132753,4.405353170503705,19.407136556867044,0,False
blend156_rescale,blend159av_rescale,rescale,-3.5554204914634013,0.0,3.5554204914634013,6.386505600379289,40.78745378367603,0,False
blend156_rescale,blend160orig_rescale,rescale,1.766150757531726,0.0,-1.766150757531726,7.554175719951141,57.06557080789935,0,False
blend156_rescale,blend160origm_rescale,rescale,-1.8940155439572948,0.0,1.8940155439572948,7.0840508951310435,50.183777084806934,0,False
blend156_rescale,w14a_repro159av_rescale,rescale,-2.0592482281589497,0.0,2.0592482281589497,6.24244570838696,38.96812842215877,0,False
blend156_rescale,w20_ad187_rescale,rescale,-52.73225897006739,-99.99999999998899,-47.267741029921595,27.745361262215567,769.8050715708523,-10,False
blend156_rescale,w23_ad187std_h3_rescale,rescale,-68.58904525697262,-90.0000000000345,-21.41095474306188,28.556701918039245,815.4852244357462,-9,False
blend156_rescale,w27_ad188raw_rescale,rescale,-73.85655382496914,-99.99999999998899,-26.143446175019847,28.78669452152564,828.6737814756343,-10,False
blend156_rescale,w27_ad190std_rescale,rescale,-73.88660443474748,-99.99999999998899,-26.113395565241504,30.130583493750706,907.8520616738824,-10,False
blend156_rescale,w29_ad194std_rescale,rescale,-72.76605971939799,-99.99999999998899,-27.233940280591,29.58059761973802,875.0117555408506,-10,False
blend156_rescale,w36_ad199std_rescale,rescale,-96.82244057485079,-110.0000000000545,-13.177559425203711,32.694780720383775,1068.9486863539787,-11,False
blend156_rescale,w38_ad202std_rescale,rescale,-94.92059015381305,-99.99999999998899,-5.079409846175935,34.06753122001593,1160.5966834267601,-10,False
blend156_rescale,w40_ad211std_rescale,rescale,-95.86682407958236,-110.0000000000545,-14.13317592047214,33.005914243814566,1089.390375070041,-11,False
blend156w,blend159av_w,w,-1.5211332476949835,0.0,1.5211332476949835,6.7577211958298316,45.666795760567766,0,False
blend156w,w27_ad188raw,w,-64.71777367544895,-110.0000000000545,-45.282226324605546,27.958854250566784,781.6975310044363,-11,False
blend156w,w34_ad195std_w,w,-72.84703702958862,-99.99999999998899,-27.152962970400367,29.560028058073563,873.7952587940963,-10,False
blend158,blend159,ens4,-0.15126285501931847,0.0,0.15126285501931847,2.8683594162601644,8.227485740848351,0,False
blend158,blend159av,ens4,-1.6500535098273872,0.0,1.6500535098273872,3.5160993773403075,12.3629548313329,0,False
blend158,blend160orig,ens4,0.9190452786578263,0.0,-0.9190452786578263,4.128568769419957,17.045080083829816,0,False
blend158,blend160origm,ens4,-1.0177829966595553,0.0,1.0177829966595553,4.064224654798682,16.51792204467347,0,False
blend158,w14a_repro159av,ens4,-0.3897699069055349,0.0,0.3897699069055349,3.3762422913333454,11.399012009787839,0,False
blend158,w16q_ens4avg,ens4,-8.290461888660339,-20.000000000020002,-11.709538111359663,8.24910871606424,68.04779460944701,-2,False
blend158,w16t_cellens4,ens4,-8.146003807052438,-20.000000000020002,-11.853996192967564,10.62444258887784,112.87878032436129,-2,False
blend158,w20_ad187,ens4,-54.662825433093865,-99.99999999998899,-45.33717456689512,26.057030783684926,678.9688532619039,-10,False
blend158,w21_ad187corr,ens4,-63.654711788041496,-109.99999999994348,-46.34528821190199,27.73167764842755,769.0459451962961,-11,False
blend158,w21_ad187corr_ens4,ens4,-60.70640799815674,-120.000000000009,-59.293592001852254,27.09587374777027,734.186374155106,-12,False
blend158,w23_ad187std,ens4,-62.67058730125008,-89.99999999992347,-27.329412698673394,26.075032054171515,679.9072966260719,-9,False
blend158,w23_ad187stdcorr,ens4,-71.85421501743062,-99.99999999998899,-28.145784982558368,27.77281036710734,771.328995687305,-10,False
blend158,w27_ad188std,ens4,-66.11898865049871,-99.99999999998899,-33.88101134949028,26.934009930717654,725.4408909479971,-10,False
blend158,w27_ad188stdcorr,ens4,-73.58094274434457,-109.99999999994348,-36.419057255598915,28.675129644693115,822.2630601399578,-11,False
blend158,w27_ad190std,ens4,-67.70715475112877,-109.99999999994348,-42.292845248814714,27.716061150058792,768.1800456737983,-11,False
blend158,w27_ad190stdcorr,ens4,-74.90775683449691,-120.000000000009,-45.09224316551209,29.14315549217962,849.3235120413592,-12,False
blend158,w29_ad194std,ens4,-68.39328496921482,-99.99999999998899,-31.60671503077417,27.82067130370905,773.9897517890204,-10,False
