a,b,dcv,dlb,sd,p_reverse
blend156_rankraw,blendtop3,-1.3381990188743309e-05,-9.99999999995449e-06,1.5174156833287895e-05,0.166
blend156_rankraw,stack_pub149_hybrid,1.776829836952487e-05,4.999999999999449e-05,2.60789779875244e-05,0.23
blend156_rankraw,stack_pub151_fixed_rankraw,1.1576492516485182e-05,1.0000000000065512e-05,1.3992367979786205e-05,0.206
blend156_rankraw,stack_pub151_hybrid,1.178386303646306e-05,4.999999999999449e-05,2.4399559789452763e-05,0.314
blend156_rankraw,stack_pub151_rankraw,1.3012578783389017e-05,2.0000000000020002e-05,1.1927004624798357e-05,0.14
blend156_rankraw,stack_pub86_hybrid,0.0003582780399499219,0.00024000000000001798,6.297591847735191e-05,0.0
blend156_rankraw,stack_pub88_mine_logit,0.0003761318978149353,0.0002300000000000635,6.594394506290229e-05,0.0
blend156_rankraw,w16e_aonly,-1.835204744904395e-05,-4.0000000000040004e-05,1.8267361702056547e-05,0.15
blend156_rankraw,w16h_h3av6,-1.265059630306542e-05,-9.99999999995449e-06,1.4998683942050263e-05,0.18
blend156_rankraw,w16i_schemeavg,-1.9587841987078747e-05,-2.999999999997449e-05,1.789846936778378e-05,0.124
blend156_rankraw,w16l_maskw_h3,-9.66179878358897e-06,-9.99999999995449e-06,1.5642259679995908e-05,0.23
blend156_rankraw,w16n_finegrid,-1.961806005212896e-05,-2.999999999997449e-05,1.7868151463252384e-05,0.122
blend156_rankraw,w16q_ens4avg,-1.5438706290171744e-05,-4.0000000000040004e-05,2.064895967907499e-05,0.222
blend156_rankraw,w16t_cellens4,-1.5294248208563843e-05,-4.0000000000040004e-05,2.1934352306338735e-05,0.226
blend156_rescale,blend156w,-2.1542481413949766e-05,0.0,1.6295454420699883e-05,0.122
blend156_rescale,blend156w2,-2.1351095260913056e-05,0.0,1.618638932789419e-05,0.114
blend156_rescale,blend158,-1.8111845546786576e-05,-1.0000000000065512e-05,1.4160654036110164e-05,0.102
blend156_rescale,blend158_h3,-2.320411978395942e-05,0.0,1.4779057410124306e-05,0.056
blend156_rescale,blend158_hybrid,-3.2185106323412427e-06,2.0000000000020002e-05,2.260275455737935e-05,0.464
blend156_rescale,blend158_logit,6.372494151440922e-05,-1.0000000000065512e-05,2.831035198221191e-05,0.006
blend156_rescale,blend158_rankraw,-1.1305108412851261e-05,9.99999999995449e-06,2.5840330031377152e-05,0.354
blend156_rescale,blend158_rescale,-2.2581952405786865e-06,0.0,4.937380229499674e-06,0.298
blend156_rescale,blend159,-1.8263108401805894e-05,-1.0000000000065512e-05,1.4185568712683826e-05,0.104
blend156_rescale,blend159_h3,-2.1821695320278778e-05,0.0,1.4975597929372591e-05,0.078
blend156_rescale,blend159av,-1.9761899056613963e-05,-1.0000000000065512e-05,1.4325815567222978e-05,0.086
blend156_rescale,blend159av_h3,-2.4057304396585266e-05,0.0,1.5212316627518739e-05,0.064
blend156_rescale,blend159av_w,-2.306361466164475e-05,0.0,1.646895088416039e-05,0.086
blend156_rescale,blend159av_wh3,-2.4142107806102153e-05,0.0,1.6462475228294687e-05,0.076
blend156_rescale,blend160orig,-1.719280026812875e-05,-1.0000000000065512e-05,1.4491533585347113e-05,0.112
blend156_rescale,blend160orig_h3,-2.1216308989879806e-05,0.0,1.5272798999673866e-05,0.094
blend156_rescale,blend160origm,-1.912962854344613e-05,-1.0000000000065512e-05,1.4545785742775026e-05,0.094
blend156_rescale,blend160origm_h3,-2.3540166994795442e-05,0.0,1.5189786107720007e-05,0.068
blend156_rescale,blendtop3,-2.434559133401848e-05,0.0,1.4786882908196806e-05,0.046
blend156_rescale,stack_pub149_hybrid,6.804697224249701e-06,5.999999999994898e-05,2.5368205795806986e-05,0.378
blend156_rescale,stack_pub151_fixed_rankraw,6.128913712100115e-07,2.0000000000020002e-05,2.891242981917602e-05,0.49
blend156_rescale,stack_pub151_hybrid,8.202618911878901e-07,5.999999999994898e-05,2.4218647590578256e-05,0.472
blend156_rescale,stack_pub151_rankraw,2.048977638113847e-06,2.999999999997449e-05,2.782034292017575e-05,0.47
blend156_rescale,stack_pub86_hybrid,0.00034731443880464674,0.00024999999999997247,6.186342959689805e-05,0.0
blend156_rescale,stack_pub88_mine_logit,0.0003651682966696601,0.00024000000000001798,6.19906929310065e-05,0.0
blend156_rescale,w16e_aonly,-2.931564859431912e-05,-3.0000000000085514e-05,1.6625670569216112e-05,0.04
blend156_rescale,w16h_h3av6,-2.361419744834059e-05,0.0,1.4524289356663674e-05,0.052
blend156_rescale,w16i_schemeavg,-3.055144313235392e-05,-2.0000000000020002e-05,1.617035861093454e-05,0.024
blend156_rescale,w16l_maskw_h3,-2.062539992886414e-05,0.0,1.6603429242090734e-05,0.112
blend156_rescale,w16n_finegrid,-3.058166119740413e-05,-2.0000000000020002e-05,1.611955287432109e-05,0.024
blend156_rescale,w16q_ens4avg,-2.6402307435446914e-05,-3.0000000000085514e-05,1.5397823066189e-05,0.044
blend156_rescale,w16t_cellens4,-2.6257849353839013e-05,-3.0000000000085514e-05,1.6105769843650612e-05,0.056
blend156w,blend156w2,1.9138615303671003e-07,0.0,6.989019438167853e-07,0.424
blend156w,blend158,3.43063586716319e-06,-1.0000000000065512e-05,9.00270261054208e-06,0.368
blend156w,blend158_h3,-1.6616383700096549e-06,0.0,6.453141829928987e-06,0.366
blend156w,blend158_hybrid,1.8323970781608523e-05,2.0000000000020002e-05,1.5938186105089227e-05,0.124
blend156w,blend158_logit,8.526742292835898e-05,-1.0000000000065512e-05,2.9245206447870198e-05,0.0
blend156w,blend158_rankraw,1.0237373001098504e-05,9.99999999995449e-06,1.1839565254022999e-05,0.18
blend156w,blend158_rescale,1.928428617337108e-05,0.0,1.661938959305932e-05,0.146
blend156w,blend159,3.2793730121438713e-06,-1.0000000000065512e-05,8.95252687398557e-06,0.378
blend156w,blend159_h3,-2.792139063290122e-07,0.0,6.843433256580214e-06,0.44
blend156w,blend159av,1.7805823573358026e-06,-1.0000000000065512e-05,9.414006505921476e-06,0.458
blend156w,blend159av_h3,-2.5148229826355006e-06,0.0,7.53259081347745e-06,0.336
blend156w,blend159av_w,-1.5211332476949835e-06,0.0,6.701193247471285e-06,0.39
blend156w,blend159av_wh3,-2.5996263921523877e-06,0.0,7.028726128056131e-06,0.326
blend156w,blend160orig,4.349681145821016e-06,-1.0000000000065512e-05,9.690596066139486e-06,0.354
blend156w,blend160orig_h3,3.261724240699593e-07,0.0,7.909033317844374e-06,0.512
blend156w,blend160origm,2.4128528705036345e-06,-1.0000000000065512e-05,9.392837731180945e-06,0.436
blend156w,blend160origm_h3,-1.997685580845676e-06,0.0,7.4864304744972535e-06,0.364
blend156w,blendtop3,-2.8031099200687137e-06,0.0,6.631603841393745e-06,0.3
blend156w,stack_pub149_hybrid,2.8347178638199466e-05,5.999999999994898e-05,2.0374582843012184e-05,0.072
blend156w,stack_pub151_fixed_rankraw,2.2155372785159777e-05,2.0000000000020002e-05,1.753297100569188e-05,0.1
blend156w,stack_pub151_hybrid,2.2362743305137656e-05,5.999999999994898e-05,1.854341696845735e-05,0.098
blend156w,stack_pub151_rankraw,2.3591459052063612e-05,2.999999999997449e-05,1.5811358076222104e-05,0.06
blend156w,stack_pub86_hybrid,0.0003688569202185965,0.00024999999999997247,6.0221705876717596e-05,0.0
blend156w,stack_pub88_mine_logit,0.0003867107780836099,0.00024000000000001798,6.253040272374813e-05,0.0
blend156w,w16e_aonly,-7.773167180369356e-06,-3.0000000000085514e-05,1.1572349289396323e-05,0.234
blend156w,w16h_h3av6,-2.0717160343908247e-06,0.0,6.085319510684733e-06,0.33
blend156w,w16i_schemeavg,-9.008961718404151e-06,-2.0000000000020002e-05,1.0843075528637555e-05,0.178
blend156w,w16l_maskw_h3,9.170814850856246e-07,0.0,8.8020564399751e-06,0.488
blend156w,w16n_finegrid,-9.039179783454365e-06,-2.0000000000020002e-05,1.0789856622134949e-05,0.174
blend156w,w16q_ens4avg,-4.859826021497149e-06,-3.0000000000085514e-05,1.2255165915813403e-05,0.346
blend156w,w16t_cellens4,-4.715367939889248e-06,-3.0000000000085514e-05,1.390237983481547e-05,0.368
blend156w2,blend158,3.2392497141264798e-06,-1.0000000000065512e-05,8.968203275873808e-06,0.372
blend156w2,blend158_h3,-1.8530245230463649e-06,0.0,6.391444917392588e-06,0.36
blend156w2,blend158_hybrid,1.8132584628571813e-05,2.0000000000020002e-05,1.587872174165087e-05,0.128
blend156w2,blend158_logit,8.507603677532227e-05,-1.0000000000065512e-05,2.9245085033954574e-05,0.002
blend156w2,blend158_rankraw,1.0045986848061794e-05,9.99999999995449e-06,1.197115199089173e-05,0.206
blend156w2,blend158_rescale,1.909290002033437e-05,0.0,1.6507092927088723e-05,0.154
blend156w2,blend159,3.0879868591071613e-06,-1.0000000000065512e-05,8.924327119181258e-06,0.384
blend156w2,blend159_h3,-4.7060005936572225e-07,0.0,6.772860023564392e-06,0.448
blend156w2,blend159av,1.5891962042990926e-06,-1.0000000000065512e-05,9.39863434069758e-06,0.454
blend156w2,blend159av_h3,-2.7062091356722107e-06,0.0,7.4920347631545475e-06,0.344
blend156w2,blend159av_w,-1.7125194007316935e-06,0.0,6.67192849358945e-06,0.368
blend156w2,blend159av_wh3,-2.7910125451890977e-06,0.0,7.021668464381471e-06,0.318
blend156w2,blend160orig,4.158294992784306e-06,-1.0000000000065512e-05,9.66835270246766e-06,0.356
blend156w2,blend160orig_h3,1.3478627103324925e-07,0.0,7.865826058700198e-06,0.512
blend156w2,blend160origm,2.2214667174669245e-06,-1.0000000000065512e-05,9.36268292619169e-06,0.448
blend156w2,blend160origm_h3,-2.189071733882386e-06,0.0,7.433508493559994e-06,0.346
blend156w2,blendtop3,-2.9944960731054238e-06,0.0,6.57348702349998e-06,0.29
blend156w2,stack_pub149_hybrid,2.8155792485162756e-05,5.999999999994898e-05,2.031130615480807e-05,0.068
blend156w2,stack_pub151_fixed_rankraw,2.1963986632123067e-05,2.0000000000020002e-05,1.7621240257755195e-05,0.098
blend156w2,stack_pub151_hybrid,2.2171357152100946e-05,5.999999999994898e-05,1.847095433625298e-05,0.106
blend156w2,stack_pub151_rankraw,2.3400072899026902e-05,2.999999999997449e-05,1.5898946645278224e-05,0.058
blend156w2,stack_pub86_hybrid,0.0003686655340655598,0.00024999999999997247,6.022935288325016e-05,0.0
blend156w2,stack_pub88_mine_logit,0.00038651939193057316,0.00024000000000001798,6.255054033301191e-05,0.0
blend156w2,w16e_aonly,-7.964553333406066e-06,-3.0000000000085514e-05,1.1501386009599236e-05,0.228
blend156w2,w16h_h3av6,-2.2631021874275348e-06,0.0,6.020920043669672e-06,0.316
blend156w2,w16i_schemeavg,-9.200347871440862e-06,-2.0000000000020002e-05,1.0771267257054113e-05,0.172
blend156w2,w16l_maskw_h3,7.256953320489146e-07,0.0,8.791973318800038e-06,0.5
blend156w2,w16n_finegrid,-9.230565936491075e-06,-2.0000000000020002e-05,1.0717888311511042e-05,0.172
blend156w2,w16q_ens4avg,-5.051212174533859e-06,-3.0000000000085514e-05,1.2204885195374075e-05,0.324
blend156w2,w16t_cellens4,-4.906754092925958e-06,-3.0000000000085514e-05,1.3839161381497327e-05,0.36
blend158,blend158_h3,-5.092274237172845e-06,1.0000000000065512e-05,7.388842511177329e-06,0.256
blend158,blend158_hybrid,1.4893334914445333e-05,3.0000000000085514e-05,1.4689897807383938e-05,0.15
blend158,blend158_logit,8.183678706119579e-05,0.0,2.220929137329231e-05,0.0
blend158,blend158_rankraw,6.8067371339353144e-06,2.0000000000020002e-05,1.7822175727656388e-05,0.332
blend158,blend158_rescale,1.585365030620789e-05,1.0000000000065512e-05,1.3400954965364863e-05,0.14
blend158,blend159,-1.5126285501931847e-07,0.0,2.8353694853382623e-06,0.512
blend158,blend159_h3,-3.709849773492202e-06,1.0000000000065512e-05,8.280572751175015e-06,0.32
blend158,blend159av,-1.6500535098273872e-06,0.0,3.5919001210067227e-06,0.326
blend158,blend159av_h3,-5.9454588497986904e-06,1.0000000000065512e-05,8.71927886221327e-06,0.266
blend158,blend159av_w,-4.951769114858173e-06,1.0000000000065512e-05,8.416772354028973e-06,0.29
blend158,blend159av_wh3,-6.0302622593155775e-06,1.0000000000065512e-05,9.501592803072295e-06,0.266
blend158,blend160orig,9.190452786578263e-07,0.0,3.991580376563906e-06,0.39
blend158,blend160orig_h3,-3.1044634430932305e-06,1.0000000000065512e-05,8.816477772741186e-06,0.364
blend158,blend160origm,-1.0177829966595553e-06,0.0,4.018315172212066e-06,0.404
blend158,blend160origm_h3,-5.428321448008866e-06,1.0000000000065512e-05,8.899481921423763e-06,0.266
blend158,blendtop3,-6.2337457872319035e-06,1.0000000000065512e-05,7.885710958578576e-06,0.216
blend158,stack_pub149_hybrid,2.4916542771036276e-05,7.00000000000145e-05,2.0780334837246008e-05,0.11
blend158,stack_pub151_fixed_rankraw,1.8724736917996587e-05,3.0000000000085514e-05,2.3031238508768786e-05,0.194
blend158,stack_pub151_hybrid,1.8932107437974466e-05,7.00000000000145e-05,1.8994003081809498e-05,0.16
blend158,stack_pub151_rankraw,2.0160823184900423e-05,4.0000000000040004e-05,2.1551779863766563e-05,0.166
blend158,stack_pub86_hybrid,0.0003654262843514333,0.000260000000000038,5.9143233223796435e-05,0.0
blend158,stack_pub88_mine_logit,0.0003832801422164467,0.0002500000000000835,6.040495426906984e-05,0.0
blend158,w16e_aonly,-1.1203803047532546e-05,-2.0000000000020002e-05,1.2078957702469319e-05,0.192
blend158,w16h_h3av6,-5.5023519015540145e-06,1.0000000000065512e-05,7.790481384661931e-06,0.262
blend158,w16i_schemeavg,-1.2439597585567341e-05,-9.99999999995449e-06,1.1333699103183758e-05,0.142
blend158,w16l_maskw_h3,-2.513554382077565e-06,1.0000000000065512e-05,1.0534791969131874e-05,0.424
blend158,w16n_finegrid,-1.2469815650617555e-05,-9.99999999995449e-06,1.1303450291522345e-05,0.136
blend158,w16q_ens4avg,-8.290461888660339e-06,-2.0000000000020002e-05,8.209695850108502e-06,0.144
blend158,w16t_cellens4,-8.146003807052438e-06,-2.0000000000020002e-05,1.0605441552660613e-05,0.218
blend158_h3,blend158_hybrid,1.9985609151618178e-05,2.0000000000020002e-05,1.2231926637051843e-05,0.066
blend158_h3,blend158_logit,8.692906129836864e-05,-1.0000000000065512e-05,2.9537892452502295e-05,0.002
blend158_h3,blend158_rankraw,1.1899011371108159e-05,9.99999999995449e-06,1.426789015913619e-05,0.176
blend158_h3,blend158_rescale,2.0945924543380734e-05,0.0,1.3957094027667561e-05,0.074
blend158_h3,blend159,4.941011382153526e-06,-1.0000000000065512e-05,7.795705846743637e-06,0.262
blend158_h3,blend159_h3,1.3824244636806426e-06,0.0,3.600959454322914e-06,0.318
blend158_h3,blend159av,3.4422207273454575e-06,-1.0000000000065512e-05,7.837351950421008e-06,0.334
blend158_h3,blend159av_h3,-8.531846126258458e-07,0.0,4.018763701067709e-06,0.412
blend158_h3,blend159av_w,1.4050512231467138e-07,0.0,5.107127033932155e-06,0.462
blend158_h3,blend159av_wh3,-9.379880221427328e-07,0.0,4.740930451447261e-06,0.426
blend158_h3,blend160orig,6.011319515830671e-06,-1.0000000000065512e-05,8.241196037251563e-06,0.218
blend158_h3,blend160orig_h3,1.987810794079614e-06,0.0,4.7833377997918555e-06,0.304
blend158_h3,blend160origm,4.074491240513289e-06,-1.0000000000065512e-05,8.235634415922736e-06,0.314
blend158_h3,blend160origm_h3,-3.360472108360213e-07,0.0,4.839366990688119e-06,0.466
blend158_h3,blendtop3,-1.1414715500590589e-06,0.0,2.4014996963024606e-06,0.32
blend158_h3,stack_pub149_hybrid,3.000881700820912e-05,5.999999999994898e-05,1.87732229690887e-05,0.05
blend158_h3,stack_pub151_fixed_rankraw,2.3817011155169432e-05,2.0000000000020002e-05,2.0051788190328917e-05,0.1
blend158_h3,stack_pub151_hybrid,2.402438167514731e-05,5.999999999994898e-05,1.6929395216395075e-05,0.068
blend158_h3,stack_pub151_rankraw,2.5253097422073267e-05,2.999999999997449e-05,1.850250802500792e-05,0.064
blend158_h3,stack_pub86_hybrid,0.00037051855858860616,0.00024999999999997247,6.008655575276575e-05,0.0
blend158_h3,stack_pub88_mine_logit,0.00038837241645361953,0.00024000000000001798,6.293542793495271e-05,0.0
blend158_h3,w16e_aonly,-6.111528810359701e-06,-3.0000000000085514e-05,9.325154589525783e-06,0.252
blend158_h3,w16h_h3av6,-4.100776643811699e-07,0.0,2.3154611286124045e-06,0.45
blend158_h3,w16i_schemeavg,-7.347323348394497e-06,-2.0000000000020002e-05,8.457650167540939e-06,0.182
blend158_h3,w16l_maskw_h3,2.5787198550952795e-06,0.0,6.83603733669966e-06,0.334
blend158_h3,w16n_finegrid,-7.37754141344471e-06,-2.0000000000020002e-05,8.398007522190536e-06,0.182
blend158_h3,w16q_ens4avg,-3.198187651487494e-06,-3.0000000000085514e-05,1.0822917338243706e-05,0.382
blend158_h3,w16t_cellens4,-3.053729569879593e-06,-3.0000000000085514e-05,1.2588125801189226e-05,0.406
blend158_hybrid,blend158_logit,6.694345214675046e-05,-3.0000000000085514e-05,3.267558115856407e-05,0.018
blend158_hybrid,blend158_rankraw,-8.086597780510019e-06,-1.0000000000065512e-05,2.2497070590933728e-05,0.37
blend158_hybrid,blend158_rescale,9.603153917625562e-07,-2.0000000000020002e-05,2.2101833469053455e-05,0.488
blend158_hybrid,blend159,-1.5044597769464652e-05,-3.0000000000085514e-05,1.5159833436652483e-05,0.16
blend158_hybrid,blend159_h3,-1.8603184687937535e-05,-2.0000000000020002e-05,1.3045587679199251e-05,0.09
blend158_hybrid,blend159av,-1.654338842427272e-05,-3.0000000000085514e-05,1.506856057189684e-05,0.132
blend158_hybrid,blend159av_h3,-2.0838793764244024e-05,-2.0000000000020002e-05,1.301423184657397e-05,0.058
blend158_hybrid,blend159av_w,-1.9845104029303506e-05,-2.0000000000020002e-05,1.4095014406277284e-05,0.084
blend158_hybrid,blend159av_wh3,-2.092359717376091e-05,-2.0000000000020002e-05,1.3941935661834936e-05,0.076
blend158_hybrid,blend160orig,-1.3974289635787507e-05,-3.0000000000085514e-05,1.512972957845997e-05,0.178
blend158_hybrid,blend160orig_h3,-1.7997798357538564e-05,-2.0000000000020002e-05,1.3095681592621488e-05,0.094
blend158_hybrid,blend160origm,-1.591111791110489e-05,-3.0000000000085514e-05,1.5237421201594143e-05,0.14
blend158_hybrid,blend160origm_h3,-2.03216563624542e-05,-2.0000000000020002e-05,1.3342910286969345e-05,0.078
blend158_hybrid,blendtop3,-2.1127080701677237e-05,-2.0000000000020002e-05,1.258351845907107e-05,0.064
blend158_hybrid,stack_pub149_hybrid,1.0023207856590943e-05,3.999999999992898e-05,1.631009856592219e-05,0.26
blend158_hybrid,stack_pub151_fixed_rankraw,3.831402003551254e-06,0.0,2.6371588822023128e-05,0.442
blend158_hybrid,stack_pub151_hybrid,4.038772523529133e-06,3.999999999992898e-05,1.4465652592076552e-05,0.362
blend158_hybrid,stack_pub151_rankraw,5.26748827045509e-06,9.99999999995449e-06,2.5174537654772144e-05,0.398
blend158_hybrid,stack_pub86_hybrid,0.000350532949436988,0.00022999999999995246,6.0352988563541886e-05,0.0
blend158_hybrid,stack_pub88_mine_logit,0.00036838680730200135,0.00021999999999999797,6.525546666876691e-05,0.0
blend158_hybrid,w16e_aonly,-2.609713796197788e-05,-5.0000000000105516e-05,1.5438588950937576e-05,0.044
blend158_hybrid,w16h_h3av6,-2.0395686815999348e-05,-2.0000000000020002e-05,1.2576815255021482e-05,0.066
blend158_hybrid,w16i_schemeavg,-2.7332932500012674e-05,-4.0000000000040004e-05,1.4882106882739403e-05,0.04
blend158_hybrid,w16l_maskw_h3,-1.7406889296522898e-05,-2.0000000000020002e-05,1.4191219986584296e-05,0.106
blend158_hybrid,w16n_finegrid,-2.7363150565062888e-05,-4.0000000000040004e-05,1.4845298798829996e-05,0.042
blend158_hybrid,w16q_ens4avg,-2.3183796803105672e-05,-5.0000000000105516e-05,1.6677874077747152e-05,0.082
blend158_hybrid,w16t_cellens4,-2.303933872149777e-05,-5.0000000000105516e-05,1.775815126378107e-05,0.106
blend158_logit,blend158_rankraw,-7.503004992726048e-05,2.0000000000020002e-05,3.627803941370085e-05,0.024
blend158_logit,blend158_rescale,-6.59831367549879e-05,1.0000000000065512e-05,2.8079632838088532e-05,0.008
blend158_logit,blend159,-8.198804991621511e-05,0.0,2.2488935916814174e-05,0.0
blend158_logit,blend159_h3,-8.5546636834688e-05,1.0000000000065512e-05,2.982740122272273e-05,0.002
blend158_logit,blend159av,-8.348684057102318e-05,0.0,2.2877499127999976e-05,0.0
blend158_logit,blend159av_h3,-8.778224591099448e-05,1.0000000000065512e-05,3.0178382923882007e-05,0.002
blend158_logit,blend159av_w,-8.678855617605397e-05,1.0000000000065512e-05,2.9337219522868484e-05,0.002
blend158_logit,blend159av_wh3,-8.786704932051137e-05,1.0000000000065512e-05,3.0803740834327826e-05,0.002
blend158_logit,blend160orig,-8.091774178253797e-05,0.0,2.2706037486686158e-05,0.0
blend158_logit,blend160orig_h3,-8.494125050428902e-05,1.0000000000065512e-05,2.9946905671257158e-05,0.004
blend158_logit,blend160origm,-8.285457005785535e-05,0.0,2.2741575925900725e-05,0.0
blend158_logit,blend160origm_h3,-8.726510850920466e-05,1.0000000000065512e-05,3.002328390342933e-05,0.004
blend158_logit,blendtop3,-8.80705328484277e-05,1.0000000000065512e-05,2.9766921765345085e-05,0.002
blend158_logit,stack_pub149_hybrid,-5.6920244290159516e-05,7.00000000000145e-05,3.637641427415193e-05,0.064
blend158_logit,stack_pub151_fixed_rankraw,-6.31120501431992e-05,3.0000000000085514e-05,3.960328714099921e-05,0.058
blend158_logit,stack_pub151_hybrid,-6.290467962322133e-05,7.00000000000145e-05,3.515945652664965e-05,0.042
blend158_logit,stack_pub151_rankraw,-6.167596387629537e-05,4.0000000000040004e-05,3.854617350675853e-05,0.058
blend158_logit,stack_pub86_hybrid,0.0002835894972902375,0.000260000000000038,6.200178485264207e-05,0.0
blend158_logit,stack_pub88_mine_logit,0.0003014433551552509,0.0002500000000000835,5.817696846395153e-05,0.0
blend158_logit,w16e_aonly,-9.304059010872834e-05,-2.0000000000020002e-05,3.1314303409150227e-05,0.002
blend158_logit,w16h_h3av6,-8.733913896274981e-05,1.0000000000065512e-05,2.9686879790232742e-05,0.002
blend158_logit,w16i_schemeavg,-9.427638464676313e-05,-9.99999999995449e-06,3.0934669250018196e-05,0.002
blend158_logit,w16l_maskw_h3,-8.435034144327336e-05,1.0000000000065512e-05,3.095132133750711e-05,0.004
blend158_logit,w16n_finegrid,-9.430660271181335e-05,-9.99999999995449e-06,3.093779807939639e-05,0.002
blend158_logit,w16q_ens4avg,-9.012724894985613e-05,-2.0000000000020002e-05,2.4002151932111537e-05,0.0
blend158_logit,w16t_cellens4,-8.998279086824823e-05,-2.0000000000020002e-05,2.515527379055782e-05,0.0
blend158_rankraw,blend158_rescale,9.046913172272575e-06,-9.99999999995449e-06,2.5376868696262333e-05,0.378
blend158_rankraw,blend159,-6.957999988954633e-06,-2.0000000000020002e-05,1.7790022196324017e-05,0.33
blend158_rankraw,blend159_h3,-1.0516586907427516e-05,-9.99999999995449e-06,1.4485345183142069e-05,0.218
blend158_rankraw,blend159av,-8.456790643762702e-06,-2.0000000000020002e-05,1.790260280895289e-05,0.298
blend158_rankraw,blend159av_h3,-1.2752195983734005e-05,-9.99999999995449e-06,1.467578808570785e-05,0.176
blend158_rankraw,blend159av_w,-1.1758506248793488e-05,-9.99999999995449e-06,1.3254131118584246e-05,0.176
blend158_rankraw,blend159av_wh3,-1.2836999393250892e-05,-9.99999999995449e-06,1.3008187264631302e-05,0.138
blend158_rankraw,blend160orig,-5.887691855277488e-06,-2.0000000000020002e-05,1.8229373079225084e-05,0.348
blend158_rankraw,blend160orig_h3,-9.911200577028545e-06,-9.99999999995449e-06,1.5140873753597045e-05,0.226
blend158_rankraw,blend160origm,-7.82452013059487e-06,-2.0000000000020002e-05,1.81041732104426e-05,0.324
blend158_rankraw,blend160origm_h3,-1.223505858194418e-05,-9.99999999995449e-06,1.5080799780646657e-05,0.18
blend158_rankraw,blendtop3,-1.3040482921167218e-05,-9.99999999995449e-06,1.4444127139895716e-05,0.166
blend158_rankraw,stack_pub149_hybrid,1.8109805637100962e-05,4.999999999999449e-05,2.6090273347099478e-05,0.24
blend158_rankraw,stack_pub151_fixed_rankraw,1.1917999784061273e-05,1.0000000000065512e-05,1.42700033075624e-05,0.188
blend158_rankraw,stack_pub151_hybrid,1.2125370304039151e-05,4.999999999999449e-05,2.4436615195111326e-05,0.316
blend158_rankraw,stack_pub151_rankraw,1.3354086050965108e-05,2.0000000000020002e-05,1.2284996402228392e-05,0.13
blend158_rankraw,stack_pub86_hybrid,0.000358619547217498,0.00024000000000001798,6.259132973306667e-05,0.0
blend158_rankraw,stack_pub88_mine_logit,0.00037647340508251137,0.0002300000000000635,6.578666216101861e-05,0.0
blend158_rankraw,w16e_aonly,-1.801054018146786e-05,-4.0000000000040004e-05,1.7633740395907356e-05,0.158
blend158_rankraw,w16h_h3av6,-1.2309089035489329e-05,-9.99999999995449e-06,1.4445956675387252e-05,0.18
blend158_rankraw,w16i_schemeavg,-1.9246334719502656e-05,-2.999999999997449e-05,1.7222223338124482e-05,0.12
blend158_rankraw,w16l_maskw_h3,-9.32029151601288e-06,-9.99999999995449e-06,1.514775728112753e-05,0.254
blend158_rankraw,w16n_finegrid,-1.927655278455287e-05,-2.999999999997449e-05,1.719728222979073e-05,0.12
blend158_rankraw,w16q_ens4avg,-1.5097199022595653e-05,-4.0000000000040004e-05,2.0046497895811417e-05,0.222
blend158_rankraw,w16t_cellens4,-1.4952740940987752e-05,-4.0000000000040004e-05,2.1534274219663606e-05,0.24
blend158_rescale,blend159,-1.6004913161227208e-05,-1.0000000000065512e-05,1.3598552992410694e-05,0.144
blend158_rescale,blend159_h3,-1.956350007970009e-05,0.0,1.4356373413978913e-05,0.1
blend158_rescale,blend159av,-1.7503703816035276e-05,-1.0000000000065512e-05,1.3661591932443482e-05,0.114
blend158_rescale,blend159av_h3,-2.179910915600658e-05,0.0,1.4550386850950331e-05,0.074
blend158_rescale,blend159av_w,-2.0805419421066063e-05,0.0,1.5843103499390445e-05,0.118
blend158_rescale,blend159av_wh3,-2.1883912565523467e-05,0.0,1.584479786982391e-05,0.098
blend158_rescale,blend160orig,-1.4934605027550063e-05,-1.0000000000065512e-05,1.3867314275236877e-05,0.162
blend158_rescale,blend160orig_h3,-1.895811374930112e-05,0.0,1.4671448768827611e-05,0.116
blend158_rescale,blend160origm,-1.6871433302867445e-05,-1.0000000000065512e-05,1.3898461395774846e-05,0.13
blend158_rescale,blend160origm_h3,-2.1281971754216755e-05,0.0,1.4565303785423656e-05,0.086
blend158_rescale,blendtop3,-2.2087396093439793e-05,0.0,1.4074554271473927e-05,0.066
blend158_rescale,stack_pub149_hybrid,9.062892464828387e-06,5.999999999994898e-05,2.55977385412243e-05,0.364
blend158_rescale,stack_pub151_fixed_rankraw,2.871086611788698e-06,2.0000000000020002e-05,2.905496629160744e-05,0.448
blend158_rescale,stack_pub151_hybrid,3.0784571317665765e-06,5.999999999994898e-05,2.442736936294879e-05,0.432
blend158_rescale,stack_pub151_rankraw,4.307172878692533e-06,2.999999999997449e-05,2.7915974710001838e-05,0.414
blend158_rescale,stack_pub86_hybrid,0.00034957263404522543,0.00024999999999997247,6.1964293407032e-05,0.0
blend158_rescale,stack_pub88_mine_logit,0.0003674264919102388,0.00024000000000001798,6.216251607902511e-05,0.0
blend158_rescale,w16e_aonly,-2.7057453353740435e-05,-3.0000000000085514e-05,1.6021153804549478e-05,0.052
